DDT_hr,Vol_cf,Max_Inflow_cfs,Max_Depth_ft,Max_Storage_Vol_cf,Treated_mgal,Total_mgal,Capture_Efficiency_%,Flow_Balance_Error_%
6,275000,18.85,0.18,49966.0,811.148,811.148,100.0,0.0
6,300000,18.85,0.15,44651.0,811.148,811.148,100.0,0.0
12,1000,18.85,1.06,1063.0,62.674,811.148,7.726580106219827,0.0
12,2000,18.85,1.06,2125.0,111.812,811.148,13.784414188286231,0.0
12,3000,18.85,1.06,3188.0,155.083,811.148,19.11895239832928,0.0
12,4000,18.85,1.06,4250.0,194.501,811.148,23.9784848141153,0.0
12,5000,18.85,1.06,5312.0,230.64,811.148,28.433775340628344,-0.0
12,6000,18.85,1.06,6374.0,264.318,811.148,32.58566870657389,0.0
12,7000,18.85,1.06,7436.0,295.706,811.148,36.45524614496984,-0.0
12,8000,18.85,1.06,8497.0,325.069,811.148,40.075177402890716,0.0
12,9000,18.85,1.06,9559.0,352.313,811.148,43.43387396627988,-0.0
12,10000,18.85,1.06,10620.0,377.815,811.148,46.577813173428275,0.0
12,12500,18.85,1.06,13272.0,434.709,811.148,53.59182294723034,0.0
12,15000,18.85,1.06,15924.0,482.889,811.148,59.53155281157076,-0.0
12,17500,18.85,1.06,18574.0,524.024,811.148,64.60276053198676,0.0
12,20000,18.85,1.06,21223.0,559.349,811.148,68.95769945805205,0.0
12,22500,18.85,1.06,23871.0,589.299,811.148,72.64999728779458,-0.0
12,25000,18.85,1.06,26518.0,615.291,811.148,75.85434470651472,-0.0
12,27500,18.85,1.06,29163.0,637.875,811.148,78.63854684965013,0.0
12,30000,18.85,1.06,31808.0,657.465,811.148,81.0536424918757,-0.0
12,32500,18.85,1.06,34452.0,674.215,811.148,83.11861707111403,-0.0
12,35000,18.85,1.06,37095.0,688.431,811.148,84.8711948990813,0.0
12,37500,18.85,1.06,39736.0,700.551,811.148,86.36537351999883,0.0
12,40000,18.85,1.06,42375.0,711.195,811.148,87.6775878138145,-0.0
12,42500,18.85,1.06,45010.0,720.708,811.148,88.85037009275742,0.0
12,45000,18.85,1.06,47641.0,729.196,811.148,89.89678825565741,0.0
12,47500,18.85,1.06,50269.0,736.805,811.148,90.83484148392155,-0.0
12,50000,18.85,1.06,52895.0,743.654,811.148,91.67920034321726,-0.0
12,55000,18.85,1.06,58141.0,755.296,811.148,93.11445013733622,-0.0
12,60000,18.85,1.06,63379.0,764.892,811.148,94.29746482762702,0.0
12,65000,18.85,1.06,68609.0,772.905,811.148,95.28532400992174,-0.0
12,70000,18.85,1.05,73831.0,779.603,811.148,96.11106727748819,0.0
12,75000,18.85,1.05,79045.0,784.9,811.148,96.76409237278523,-0.0
12,80000,18.85,1.05,84268.0,788.81,811.148,97.24612524471489,0.0
12,85000,18.85,1.05,89499.0,791.937,811.148,97.63162826019419,0.0
12,90000,18.85,1.05,94721.0,794.662,811.148,97.96757188577178,-0.0
12,95000,18.85,1.05,99915.0,797.12,811.148,98.27059920014595,0.0
12,100000,18.85,1.05,105033.0,799.244,811.148,98.53245030499983,-0.0
12,125000,18.85,1.04,129608.0,805.342,811.148,99.284224333907,-0.0
