,node_id,altid,facilitytype,commonname,facilitydetail,flowcontrol,infiltrated,waterquality,flowcontroltype,waterqualitytype,facility_type,design_storm_depth_inches,tributary_area_tc_min,total_volume_cuft,area_sqft,inf_rate_inhr,retention_volume_cuft,media_filtration_rate_inhr,hsg,minimum_retention_pct_override,treatment_rate_cfs,depth_ft,captured_pct,retained_pct
546,SWFA-102487,SWFA-102487,Trench,Lee Short Plat,Infiltration,,Full,,IP,Basic,infiltration_simple,,,,,,,,,,,,91,91
547,SWFA-102489,SWFA-102489,Bioretention,Hood St,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
548,SWFA-102496,SWFA-102496,Swale,E 40th & Howe,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
549,SWFA-102497,SWFA-102497,Swale,E 40th & Howe,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
550,SWFA-102498,SWFA-102498,Swale,E 40th & Howe,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
551,SWFA-102499,SWFA-102499,Swale,E 40th & Howe,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
552,SWFA-102500,SWFA-102500,Swale,E 40th & Howe,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
553,SWFA-102501,SWFA-102501,Swale,E 40th & Howe,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
554,SWFA-102502,SWFA-102502,Swale,E 40th & Howe,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
555,SWFA-102503,SWFA-102503,Swale,E 40th & Howe,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
556,SWFA-102514,SWFA-102514,Trench,,Dispersion,,,,,,infiltration_simple,,,,,,,,,,,,91,91
557,SWFA-102515,SWFA-102515,Trench,,Dispersion,,,,,,infiltration_simple,,,,,,,,,,,,91,91
558,SWFA-102516,SWFA-102516,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
559,SWFA-102519,SWFA-102519,Pervious Pavement,Bell St,Asphalt,,,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
560,SWFA-102520,SWFA-102520,Pervious Pavement,Macintosh Court,Asphalt,,,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
561,SWFA-102531,SWFA-102531,Media Filter,E 25th & G St,FloGard Perk Filter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
562,SWFA-102532,SWFA-102532,Media Filter,E 25th & G St,FloGard Perk Filter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
563,SWFA-102533,SWFA-102533,Media Filter,E 25th & G St,FloGard Perk Filter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
564,SWFA-102542,SWFA-102542,Media Filter,1500 Orchard Apartments,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
565,SWFA-102562,SWFA-102562,Media Filter,815 S Vassault,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
566,SWFA-102563,SWFA-102563,Media Filter,815 S Vassault,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
567,SWFA-102564,SWFA-102564,Media Filter,815 S Vassault,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
568,SWFA-102565,SWFA-102565,Media Filter,101 E 46th,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
569,SWFA-102566,SWFA-102566,Media Filter,101 E 46th,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
570,SWFA-102567,SWFA-102567,Media Filter,101 E 46th,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
571,SWFA-102571,SWFA-102571,Vault,,Conveyance,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
572,SWFA-102593,SWFA-102593,Tank,South End NeighborHood Center,Detention,,Full,,,,dry_extended_detention_simple,,,,,,,,,,,,91,20
573,SWFA-102596,SWFA-102596,Tank,Stonegate II - Div. 1,Detention,,,,IP,,dry_extended_detention_simple,,,,,,,,,,,,91,20
574,SWFA-102597,SWFA-102597,Tank,Stonegate II - Div. 1,Detention,,,,IP,,dry_extended_detention_simple,,,,,,,,,,,,91,20
575,SWFA-102598,SWFA-102598,Tank,Stonegate II - Div. 2,Detention,,,,IP,,dry_extended_detention_simple,,,,,,,,,,,,91,20
576,SWFA-102599,SWFA-102599,Tank,Stonegate II - Div. 4,Detention,,,,IP,,dry_extended_detention_simple,,,,,,,,,,,,91,20
577,SWFA-102608,SWFA-102608,Pond,,Combined Wetland,,Partial,,Stream,Enhanced,wet_pond_simple,,,,,,,,,,,,91,0
578,SWFA-102609,SWFA-102609,Pond,,Wet,,,,,Pretreatment,wet_pond_simple,,,,,,,,,,,,91,0
579,SWFA-102613,SWFA-102613,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
580,SWFA-102614,SWFA-102614,Pervious Pavement,Dupree's Landing,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
581,SWFA-102629,SWFA-102629,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
582,SWFA-102630,SWFA-102630,Bioretention,Point Defiance Aquarium,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
583,SWFA-102632,SWFA-102632,Pond,Prologis,Combined Wetland,,,,IP,Basic,wet_pond_simple,,,,,,,,,,,,91,0
584,SWFA-102633,SWFA-102633,Pond,Prologis,Combined Wetland,,,,IP,Basic,wet_pond_simple,,,,,,,,,,,,91,0
585,SWFA-102704,SWFA-102704,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
586,SWFA-102705,SWFA-102705,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
587,SWFA-102706,SWFA-102706,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
588,SWFA-102707,SWFA-102707,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
589,SWFA-102708,SWFA-102708,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
590,SWFA-102709,SWFA-102709,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
591,SWFA-102720,SWFA-102720,Vegetated Box,,Null,,,,,,vegetated_box_simple,,,,,,,,,,,,91,0
592,SWFA-102726,SWFA-102726,Swale,,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
593,SWFA-102727,SWFA-102727,Swale,,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
594,SWFA-102715,SWFA-102715,Media Filter,M St Dental,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
595,SWFA-102725,SWFA-102725,Vault,,Conveyance,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
596,SWFA-102728,SWFA-102728,Vegetated Box,,Null,,,,,,vegetated_box_simple,,,,,,,,,,,,91,0
597,SWFA-102729,SWFA-102729,Vegetated Box,,Filterra,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
598,SWFA-102730,SWFA-102730,Vegetated Box,,Filterra,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
599,SWFA-102731,SWFA-102731,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
600,SWFA-102732,SWFA-102732,Vault,,Detention,,Partial,,IP,,no_treatment,,,,,,,,,,,,91,0
601,SWFA-102733,SWFA-102733,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
602,SWFA-102734,SWFA-102734,Bioretention,,,,Full,,,Basic,bioretention_with_full_infiltration_simple,,,,,,,,,,,,91,91
603,SWFA-102736,SWFA-102736,Pervious Pavement,E 40th,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
604,SWFA-102737,SWFA-102737,Pervious Pavement,E 40th,Concrete,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
605,SWFA-102738,SWFA-102738,Pervious Pavement,E 40th,Concrete,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
606,SWFA-102739,SWFA-102739,Pervious Pavement,E 40th,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
607,SWFA-102740,SWFA-102740,Pervious Pavement,E 40th,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
608,SWFA-102741,SWFA-102741,Pervious Pavement,E 40th,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
609,SWFA-102742,SWFA-102742,Pervious Pavement,E 40th,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
610,SWFA-102743,SWFA-102743,Pervious Pavement,E 40th,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
611,SWFA-102744,SWFA-102744,Pervious Pavement,E 40th,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
612,SWFA-102746,SWFA-102746,Pervious Pavement,E 40th,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
613,SWFA-102748,SWFA-102748,Trench,METRO PARKS WRIGHT PARK,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
614,SWFA-102751,SWFA-102751,Bioretention,,,,,,Stream,Enhanced,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
615,SWFA-102757,SWFA-102757,Vault,,Detention,,,,,,no_treatment,,,,,,,,,,,,91,0
616,SWFA-102758,SWFA-102758,Media Filter,Arlington Elem,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
617,SWFA-102759,SWFA-102759,Pond,,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
618,SWFA-102761,SWFA-102761,Swale,,Null,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
619,SWFA-102764,SWFA-102764,Trench,THA,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
620,SWFA-102765,SWFA-102765,Trench,THA,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
621,SWFA-102771,SWFA-102771,Pervious Pavement,,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
622,SWFA-102772,SWFA-102772,Swale,,Null,,Partial,,Stream,Enhanced,vegetated_swale_simple,,,,,,,,,,,,91,20
623,SWFA-102867,SWFA-102867,Trench,Manitou,Infiltration,,Full,,,Basic,infiltration_simple,,,,,,,,,,,,91,91
624,SWFA-102868,SWFA-102868,Trench,Manitou,Infiltration,,Full,,,Basic,infiltration_simple,,,,,,,,,,,,91,91
625,SWFA-102874,SWFA-102874,Swirl Separator,CUW PARKING AND SURVEY BUILDING,Stormceptor,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
626,SWFA-102875,SWFA-102875,Media Filter,,FloGard Perk Filter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
627,SWFA-102876,SWFA-102876,Media Filter,,FloGard Perk Filter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
628,SWFA-102878,SWFA-102878,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
629,SWFA-102879,SWFA-102879,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
630,SWFA-102880,SWFA-102880,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
631,SWFA-102893,SWFA-102893,Pervious Pavement,S 48th,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
632,SWFA-102896,SWFA-102896,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
633,SWFA-102902,SWFA-102902,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
634,SWFA-102903,SWFA-102903,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
635,SWFA-102904,SWFA-102904,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
636,SWFA-102905,SWFA-102905,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
637,SWFA-102906,SWFA-102906,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
638,SWFA-102907,SWFA-102907,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
639,SWFA-102908,SWFA-102908,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
640,SWFA-102909,SWFA-102909,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
641,SWFA-102910,SWFA-102910,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
642,SWFA-102911,SWFA-102911,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
643,SWFA-102912,SWFA-102912,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
644,SWFA-102913,SWFA-102913,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
645,SWFA-102914,SWFA-102914,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
646,SWFA-102915,SWFA-102915,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
647,SWFA-102916,SWFA-102916,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
648,SWFA-102917,SWFA-102917,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
649,SWFA-102918,SWFA-102918,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
650,SWFA-102920,SWFA-102920,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
651,SWFA-102921,SWFA-102921,Pervious Pavement,Oakland,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
652,SWFA-102942,SWFA-102942,Media Filter,3301 E Alexander,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
653,SWFA-102944,SWFA-102944,Vegetated Box,Arlington Elementary,Null,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
654,SWFA-102951,SWFA-102951,Vault,,Conveyance,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
655,SWFA-102955,SWFA-102955,Pervious Pavement,Bennett,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
656,SWFA-102981,SWFA-102981,Swale,Norpoint Landing,Null,,,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
657,SWFA-102982,SWFA-102982,Media Filter,Norpoint Landing,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
658,SWFA-102983,SWFA-102983,Pump Station,,,,,,,,no_treatment,,,,,,,,,,,,91,0
659,SWFA-102985,SWFA-102985,Pervious Pavement,Division,Asphalt,,,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
660,SWFA-103050,SWFA-103050,Pervious Pavement,Wapato Lake Dr,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
661,SWFA-103051,SWFA-103051,Pervious Pavement,Asotin Ct,Asphalt,,,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
662,SWFA-103070,SWFA-103070,Media Filter,TCC,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
663,SWFA-103071,SWFA-103071,Pond,TCC,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
664,SWFA-103072,SWFA-103072,Media Filter,Grant Elementary,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
665,SWFA-103073,SWFA-103073,Media Filter,Grant Elementary,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
666,SWFA-103074,SWFA-103074,Media Filter,Grant Elementary,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
667,SWFA-103075,SWFA-103075,Media Filter,Grant Elementary,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
668,SWFA-103082,SWFA-103082,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
669,SWFA-103089,SWFA-103089,Vault,,Detention,,,,IP,,no_treatment,,,,,,,,,,,,91,0
670,SWFA-103099,SWFA-103099,Pervious Pavement,E 40th,Concrete,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
671,SWFA-103102,SWFA-103102,Pond,Blix Pond,,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
672,SWFA-103103,SWFA-103103,Pond,Blix Pond,,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
673,SWFA-103108,SWFA-103108,Trench,,Infiltration,,Full,,,Basic,infiltration_simple,,,,,,,,,,,,91,91
674,SWFA-103109,SWFA-103109,Pervious Pavement,,Concrete,,Partial,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
675,SWFA-103132,SWFA-103132,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
676,SWFA-103133,SWFA-103133,Vegetated Box,,Filterra,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
677,SWFA-103134,SWFA-103134,Bioretention,,,,,,,Enhanced,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
678,SWFA-103183,SWFA-103183,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
679,SWFA-103184,SWFA-103184,Bioretention,Wilson High School,,,,,,Enhanced,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
680,SWFA-103186,SWFA-103186,Pond,Kaiser,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
681,SWFA-103190,SWFA-103190,Media Filter,,Bayfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
682,SWFA-103217,SWFA-103217,Vault,,Conveyance,,,,,,no_treatment,,,,,,,,,,,,91,0
683,SWFA-103224,SWFA-103224,Pump Station,,,,,,,,no_treatment,,,,,,,,,,,,91,0
684,SWFA-103225,SWFA-103225,Pump Station,,,,,,,,no_treatment,,,,,,,,,,,,91,0
685,SWFA-103252,SWFA-103252,Media Filter,,FloGard Perk Filter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
686,SWFA-103264,SWFA-103264,Swirl Separator,,Null,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
687,SWFA-103265,SWFA-103265,Pump Station,,,,,,,,no_treatment,,,,,,,,,,,,91,0
688,SWFA-103266,SWFA-103266,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
689,SWFA-103279,SWFA-103279,Vault,,Conveyance,,,,,,no_treatment,,,,,,,,,,,,91,0
690,SWFA-103290,SWFA-103290,Vegetated Box,,Null,,,,,,vegetated_box_simple,,,,,,,,,,,,91,0
691,SWFA-103291,SWFA-103291,Swale,,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
692,SWFA-103292,SWFA-103292,Bioretention,,,,Partial,,,Enhanced,bioretention_with_partial_infiltration_simple,,,,,,,,,,,,91,20
693,SWFA-103293,SWFA-103293,Vegetated Box,,Null,,,,,,vegetated_box_simple,,,,,,,,,,,,91,0
694,SWFA-103306,SWFA-103306,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
695,SWFA-103307,SWFA-103307,Oil Water Separator,,Null,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
696,SWFA-103308,SWFA-103308,Bioretention,,,,,,,Enhanced,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
697,SWFA-103311,SWFA-103311,Swale,,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
698,SWFA-103312,SWFA-103312,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
699,SWFA-103313,SWFA-103313,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
700,SWFA-103314,SWFA-103314,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
701,SWFA-103315,SWFA-103315,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
702,SWFA-103316,SWFA-103316,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
703,SWFA-103317,SWFA-103317,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
704,SWFA-103318,SWFA-103318,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
705,SWFA-103319,SWFA-103319,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
706,SWFA-103320,SWFA-103320,Pervious Pavement,SOUTH PUGET SOUND AVENUE GREENSCAPE,Asphalt,,Partial,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
707,SWFA-103321,SWFA-103321,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
708,SWFA-103322,SWFA-103322,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
709,SWFA-103326,SWFA-103326,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
710,SWFA-103327,SWFA-103327,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
711,SWFA-103328,SWFA-103328,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
712,SWFA-103330,SWFA-103330,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
713,SWFA-103331,SWFA-103331,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
714,SWFA-103332,SWFA-103332,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
715,SWFA-103333,SWFA-103333,Swale,,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
716,SWFA-103334,SWFA-103334,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
717,SWFA-103335,SWFA-103335,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
718,SWFA-103336,SWFA-103336,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
719,SWFA-103337,SWFA-103337,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
720,SWFA-103338,SWFA-103338,Swale,,Null,,Partial,,,,vegetated_swale_simple,,,,,,,,,,,,91,20
721,SWFA-103339,SWFA-103339,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
722,SWFA-103340,SWFA-103340,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
723,SWFA-103341,SWFA-103341,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
724,SWFA-103342,SWFA-103342,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
725,SWFA-103343,SWFA-103343,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
726,SWFA-103345,SWFA-103345,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
727,SWFA-103346,SWFA-103346,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
728,SWFA-103347,SWFA-103347,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
729,SWFA-103348,SWFA-103348,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
730,SWFA-103349,SWFA-103349,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
731,SWFA-103351,SWFA-103351,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
732,SWFA-103356,SWFA-103356,Vault,,Wet,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
733,SWFA-103357,SWFA-103357,Vault,,Conveyance,,,,,,no_treatment,,,,,,,,,,,,91,0
734,SWFA-103358,SWFA-103358,Vault,,Conveyance,,,,,,no_treatment,,,,,,,,,,,,91,0
735,SWFA-103374,SWFA-103374,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
736,SWFA-103375,SWFA-103375,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
737,SWFA-103383,SWFA-103383,Media Filter,E D St,Stormfilter,,,,,,media_filter_simple,,,,,,,,,,,,91,0
738,SWFA-103401,SWFA-103401,Trench,Cheney Stadium,Null,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
739,SWFA-103402,SWFA-103402,Vault,,Conveyance,,,,,,no_treatment,,,,,,,,,,,,91,0
740,SWFA-103427,SWFA-103427,Media Filter,Emerald Bay Apts,FloGard Perk Filter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
741,SWFA-103428,SWFA-103428,Media Filter,Emerald Bay Apts,FloGard Perk Filter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
742,SWFA-103435,SWFA-103435,Trench,Ballast,Infiltration,,,,Stream,,infiltration_simple,,,,,,,,,,,,91,91
743,SWFA-103436,SWFA-103436,Oil Water Separator,,Null,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
744,SWFA-103437,SWFA-103437,Vault,,,,,,,,no_treatment,,,,,,,,,,,,91,0
745,SWFA-103438,SWFA-103438,Vault,,,,,,,,no_treatment,,,,,,,,,,,,91,0
746,SWFA-103441,SWFA-103441,Vegetated Box,,MWS,,Partial,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
747,SWFA-103442,SWFA-103442,Vegetated Box,,MWS,,Partial,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
748,SWFA-103477,SWFA-103477,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
749,SWFA-103478,SWFA-103478,Bioretention,,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
750,SWFA-103512,SWFA-103512,Media Filter,,Null,,,,,,media_filter_simple,,,,,,,,,,,,91,0
751,SWFA-103525,SWFA-103525,Pervious Pavement,S D St,Asphalt,,Partial,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
752,SWFA-103527,SWFA-103527,Vault,,Conveyance,,,,,,no_treatment,,,,,,,,,,,,91,0
753,SWFA-103533,SWFA-103533,Trench,Spokane Ballast,Infiltration,,,,,,infiltration_simple,,,,,,,,,,,,91,91
754,SWFA-103534,SWFA-103534,Trench,McKinley Ballast,Infiltration,,,,,,infiltration_simple,,,,,,,,,,,,91,91
755,SWFA-103535,SWFA-103535,Trench,J St Ballast,Infiltration,,,,,,infiltration_simple,,,,,,,,,,,,91,91
756,SWFA-103536,SWFA-103536,Trench,I St Ballast,Infiltration,,,,,,infiltration_simple,,,,,,,,,,,,91,91
757,SWFA-103537,SWFA-103537,Trench,K St Ballast N,Infiltration,,,,,,infiltration_simple,,,,,,,,,,,,91,91
